"epsilon","bools","stable","falsePos","A","B","stableA","controlableA","stabEig","unStabEig","eig",
2.2,100,31,69,"[0.105464266357885 -0.513709641186899 0.8713227510332;-0.450377190324999 -0.691681101659851 0.637428874416488;-0.516996516531776 0.912832722016048 0.456523695645668]","[-0.648376543448941 -0.997603206319913;-0.279258045915093 -0.367160972534914;-0.62242005471679 0.399233972794111]",0,1,2,1,0.53569-0.54453i         0.53569+0.54453i               -1.2011+0i,
2.4,100,30,70,"[0.105464266357885 -0.513709641186899 0.8713227510332;-0.450377190324999 -0.691681101659851 0.637428874416488;-0.516996516531776 0.912832722016048 0.456523695645668]","[-0.648376543448941 -0.997603206319913;-0.279258045915093 -0.367160972534914;-0.62242005471679 0.399233972794111]",0,1,2,1,0.53569-0.54453i         0.53569+0.54453i               -1.2011+0i,
2.6,100,29,71,"[0.105464266357885 -0.513709641186899 0.8713227510332;-0.450377190324999 -0.691681101659851 0.637428874416488;-0.516996516531776 0.912832722016048 0.456523695645668]","[-0.648376543448941 -0.997603206319913;-0.279258045915093 -0.367160972534914;-0.62242005471679 0.399233972794111]",0,1,2,1,0.53569-0.54453i         0.53569+0.54453i               -1.2011+0i,
0.5,100,100,0,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
1,100,100,0,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
1.5,99,97,3,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
2,100,99,1,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
2.2,100,99,1,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
2.4,100,99,1,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
2.6,100,96,4,"[0.250510360358081 -0.425145465034915 0.524816097577428;0.0861243506877032 0.00331821349338046 0.152111802993114;-0.121925593224662 0.523092371339294 0.495325675283433]","[0.291069011962643 -0.305477374556733;-0.753560963350988 -0.815704630389791;0.00879572018553332 -0.704301063934963]",1,1,3,0,0.081757-0.21249i        0.081757+0.21249i               0.58564+0i,
0.5,100,99,1,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
1,100,91,9,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
1.5,100,83,17,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
2,100,74,26,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
2.2,100,71,29,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
2.4,100,64,36,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
2.6,99,65,34,"[-0.603660597867197 0.388807819369109 0.0645661421217774;0.344540474914857 -0.486430873459704 -0.441216069494071;-0.136977634196218 -0.980482700229681 0.892460307039853]","[0.812886533020004 0.34287359314492;-0.214630848051777 0.674341270754109;-0.950289532310256 0.942999276622527]",0,1,1,2,-1.0234    -0.33702      1.1628,
0.5,100,100,0,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
1,100,98,2,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
1.5,100,93,7,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
2,100,95,5,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
2.2,100,97,3,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
2.4,100,96,4,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
2.6,100,95,5,"[-0.886134229129504 0.373275628992606 0.453829101825304;-0.099352374533094 0.438865505191996 -0.252304668320037;0.164940603472574 0.300081503850782 0.163164166425732]","[-0.767762974441199 -0.430352546278765;-0.884691277570256 0.189948597619193;0.959530447951973 0.92432206202252]",1,1,3,0,-0.94315+0i         0.32952-0.29843i         0.32952+0.29843i,
0.5,100,100,0,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
1,100,100,0,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
1.5,100,100,0,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
2,100,100,0,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
2.2,100,99,1,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
2.4,100,100,0,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
2.6,100,99,1,"[-0.628443473182843 0.865795791636161 -0.696105840306312;-0.613920368045947 -0.218664926764808 -0.205782314513097;-0.316711790709717 -0.453566584000073 -0.250555066097515]","[-0.737770585913989 0.229253916025892;-0.129918564208746 -0.978041815418377;-0.816973665574778 0.146520766526745]",1,1,3,0,-0.69153+0i        -0.20307-0.49528i        -0.20307+0.49528i,
0.5,100,100,0,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
1,100,100,0,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
1.5,100,99,1,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
2,100,100,0,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
2.2,100,100,0,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
2.4,100,100,0,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
2.6,100,100,0,"[0.579459716051524 0.138716366569864 0.284630469170597;-0.529266453698261 -0.877197115418306 -0.557468539745791;-0.103960573071898 -0.00742222872023035 0.674112891063761]","[0.942150462885027 -0.442248777709539;0.692745775386347 0.493234443656403;0.0119989117810966 -0.52613923177426]",1,1,3,0,-0.82404+0i         0.60021-0.13713i         0.60021+0.13713i,
0.5,100,100,0,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
1,100,100,0,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
1.5,100,99,1,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
2,100,97,3,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
2.2,100,98,2,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
2.4,100,99,1,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
2.6,100,97,3,"[0.914690563238246 -0.654790996704663 0.71714106251842;0.240520072155542 -0.819306523713551 0.822134106795588;0.200524291015256 -0.489475594712822 0.399267534451525]","[0.450364710046775 0.621256210015878;-0.540227842285007 -0.192313263231869;0.152106912642709 0.97687853439949]",1,1,3,0,0.8956+0i        -0.20047-0.15385i        -0.20047+0.15385i,
0.5,100,93,7,"[-0.820002370026223 -0.878787266863515 0.0587198049625133;-0.358117934704477 0.451375847091688 0.659964864066391;0.0228178776383559 0.113111497123984 0.717518068143608]","[0.578057846627898 0.504455940099885;-0.364333892547543 -0.780276588498628;-0.0955850924740365 -0.780515262812193]",0,1,2,1,-1.0436     0.45755     0.93489,
1,100,93,7,"[-0.820002370026223 -0.878787266863515 0.0587198049625133;-0.358117934704477 0.451375847091688 0.659964864066391;0.0228178776383559 0.113111497123984 0.717518068143608]","[0.578057846627898 0.504455940099885;-0.364333892547543 -0.780276588498628;-0.0955850924740365 -0.780515262812193]",0,1,2,1,-1.0436     0.45755     0.93489,
1.5,100,83,17,"[-0.820002370026223 -0.878787266863515 0.0587198049625133;-0.358117934704477 0.451375847091688 0.659964864066391;0.0228178776383559 0.113111497123984 0.717518068143608]","[0.578057846627898 0.504455940099885;-0.364333892547543 -0.780276588498628;-0.0955850924740365 -0.780515262812193]",0,1,2,1,-1.0436     0.45755     0.93489,
